county,active_dem,active_rep,active_uaf,total_active,inactive_dem,inactive_rep,inactive_uaf,total_inactive,grand_total,year,month
Baca,586,1319,679,2584,33,65,106,204,2788,2017,june
Bent,791,913,767,2471,149,135,205,489,2960,2017,june
Boulder,96686,36651,83645,216982,6765,2681,10686,20132,237114,2017,june
Broomfield,13399,12697,18201,44297,1125,1131,2254,4510,48807,2017,june
Chaffee,3526,4679,4843,13048,240,327,699,1266,14314,2017,june
Cheyenne,159,840,310,1309,15,52,36,103,1412,2017,june
Clear Creek,2142,2104,2813,7059,204,184,428,816,7875,2017,june
Conejos,2379,1774,793,4946,179,128,150,457,5403,2017,june
Costilla,1551,385,519,2455,83,29,110,222,2677,2017,june
Crowley,431,958,512,1901,40,48,77,165,2066,2017,june
Custer,508,2173,854,3535,35,115,90,240,3775,2017,june
Delta,3566,9544,6828,19938,200,461,699,1360,21298,2017,june
Denver,197439,58253,147225,402917,16635,5822,23308,45765,448682,2017,june
Dolores,340,701,413,1454,37,48,119,204,1658,2017,june
Douglas,44078,99057,76476,219611,3271,7048,7666,17985,237596,2017,june
Eagle,9231,7971,13748,30950,806,766,2137,3709,34659,2017,june
El Paso,83276,160970,144005,388251,11689,16115,27072,54876,443127,2017,june
Elbert,2322,10331,5900,18553,146,485,480,1111,19664,2017,june
Fremont,5149,12105,9811,27065,500,980,1512,2992,30057,2017,june
Garfield,8249,10555,13784,32588,485,653,1894,3032,35620,2017,june
Gilpin,1257,1145,1875,4277,170,136,324,630,4907,2017,june
Grand,2353,4321,3916,10590,148,225,491,864,11454,2017,june
Gunnison,3649,2881,4856,11386,377,362,900,1639,13025,2017,june
Hinsdale,115,418,157,690,9,31,23,63,753,2017,june
Huerfano,2013,1244,1287,4544,145,111,201,457,5001,2017,june
Jackson,109,691,195,995,30,107,68,205,1200,2017,june
Jefferson,118187,117516,153424,389127,9227,8121,16290,33638,422765,2017,june
Kiowa,140,579,239,958,11,27,32,70,1028,2017,june
Kit Carson,568,2568,1257,4393,58,170,244,472,4865,2017,june
La Plata,12067,11269,13577,36913,1701,1493,2962,6156,43069,2017,june
Lake,1849,812,1499,4160,231,126,342,699,4859,2017,june
Larimer,64262,73275,93959,231496,4022,4210,11049,19281,250777,2017,june
Las Animas,3942,2261,2284,8487,549,405,553,1507,9994,2017,june
Lincoln,388,1688,664,2740,62,145,159,366,3106,2017,june
Logan,1822,5941,3655,11418,226,420,758,1404,12822,2017,june
Mesa,17864,41186,34107,93157,4055,7536,10117,21708,114865,2017,june
Mineral,262,319,152,733,16,26,25,67,800,2017,june
Moffat,861,4373,2328,7562,308,790,975,2073,9635,2017,june
Montezuma,3664,7658,5337,16659,559,739,1206,2504,19163,2017,june
Montrose,4554,12055,8659,25268,260,641,894,1795,27063,2017,june
Morgan,2961,6504,5330,14795,216,299,613,1128,15923,2017,june
Otero,3448,4002,3515,10965,283,222,510,1015,11980,2017,june
Ouray,1158,1309,1377,3844,112,211,233,556,4400,2017,june
Park,2546,5089,4865,12500,253,466,685,1404,13904,2017,june
Phillips,432,1577,722,2731,104,198,158,460,3191,2017,june
Pitkin,4901,2155,5810,12866,618,363,1166,2147,15013,2017,june
Prowers,1391,2982,1991,6364,134,281,441,856,7220,2017,june
Pueblo,42281,25865,32465,100611,2846,1668,4461,8975,109586,2017,june
Rio Blanco,340,2770,855,3965,34,183,246,463,4428,2017,june
Rio Grande,2155,2772,1909,6836,223,283,431,937,7773,2017,june
Routt,5206,4782,7268,17256,579,563,1269,2411,19667,2017,june
Saguache,1661,852,1180,3693,183,81,257,521,4214,2017,june
San Juan,171,137,307,615,22,19,56,97,712,2017,june
San Miguel,2500,925,1910,5335,324,112,392,828,6163,2017,june
Sedgwick,242,895,422,1559,31,91,96,218,1777,2017,june
Summit,6357,4607,9309,20273,1554,1257,3192,6003,26276,2017,june
Teller,2789,8454,6005,17248,331,767,934,2032,19280,2017,june
Washington,275,2204,601,3080,31,141,90,262,3342,2017,june
Weld,38666,63812,64352,166830,3216,4336,7594,15146,181976,2017,june
Yuma,816,3087,1708,5611,66,170,179,415,6026,2017,june
Adams,87530,62439,95146,245115,6469,4308,11540,22317,267432,2017,mar
Alamosa,3314,2576,2750,8640,311,214,538,1063,9703,2017,mar
Arapahoe,126220,108172,137246,371638,10526,7360,18250,36136,407774,2017,mar
Archuleta,2008,4222,2619,8849,355,572,462,1389,10238,2017,mar
Baca,602,1317,653,2572,36,67,110,213,2785,2017,mar
Bent,795,914,747,2456,158,137,214,509,2965,2017,mar
Boulder,96836,36941,82589,216366,6669,2636,10665,19970,236336,2017,mar
Broomfield,13297,12704,17749,43750,1122,1121,2235,4478,48228,2017,mar
Chaffee,3513,4673,4770,12956,240,332,697,1269,14225,2017,mar
Cheyenne,160,841,304,1305,16,53,37,106,1411,2017,mar
Clear Creek,2143,2098,2770,7011,207,183,424,814,7825,2017,mar
Conejos,2382,1777,757,4916,182,135,154,471,5387,2017,mar
Costilla,1552,381,502,2435,83,33,111,227,2662,2017,mar
Crowley,428,956,492,1876,42,49,78,169,2045,2017,mar
Custer,502,2158,839,3499,35,118,90,243,3742,2017,mar
Delta,3573,9493,6702,19768,200,474,718,1392,21160,2017,mar
Denver,197316,58482,145158,400956,16522,5829,23224,45575,446531,2017,mar
Dolores,340,700,409,1449,37,48,120,205,1654,2017,mar
Douglas,43799,98863,74778,217440,3245,6949,7644,17838,235278,2017,mar
Eagle,9192,7938,13461,30591,808,774,2151,3733,34324,2017,mar
El Paso,84958,163729,144537,393224,9427,12877,23006,45310,438534,2017,mar
Elbert,2315,10290,5767,18372,145,483,485,1113,19485,2017,mar
Fremont,5156,12062,9692,26910,503,973,1519,2995,29905,2017,mar
Garfield,8242,10512,13434,32188,477,644,1913,3034,35222,2017,mar
Gilpin,1255,1147,1844,4246,175,139,329,643,4889,2017,mar
Grand,2336,4308,3823,10467,150,228,485,863,11330,2017,mar
Gunnison,3633,2880,4784,11297,383,365,914,1662,12959,2017,mar
Hinsdale,114,412,151,677,9,33,22,64,741,2017,mar
Huerfano,2024,1239,1241,4504,144,112,202,458,4962,2017,mar
Jackson,112,690,184,986,30,108,68,206,1192,2017,mar
Jefferson,118050,117969,151026,387045,9267,8126,16367,33760,420805,2017,mar
Kiowa,143,575,238,956,11,29,35,75,1031,2017,mar
Kit Carson,576,2565,1207,4348,57,174,252,483,4831,2017,mar
La Plata,12220,11328,13526,37074,1526,1418,2761,5705,42779,2017,mar
Lake,1864,803,1453,4120,233,123,345,701,4821,2017,mar
Larimer,64194,73287,92545,230026,3978,4197,11071,19246,249272,2017,mar
Las Animas,3952,2245,2240,8437,556,406,555,1517,9954,2017,mar
Lincoln,391,1701,661,2753,62,142,160,364,3117,2017,mar
Logan,1836,5923,3629,11388,222,424,765,1411,12799,2017,mar
Mesa,17918,41305,33543,92766,4033,7425,10047,21505,114271,2017,mar
Mineral,266,317,149,732,16,26,25,67,799,2017,mar
Moffat,862,4374,2311,7547,309,797,985,2091,9638,2017,mar
Montezuma,3679,7647,5250,16576,558,741,1212,2511,19087,2017,mar
Montrose,4566,12031,8470,25067,258,645,904,1807,26874,2017,mar
Morgan,2949,6484,5225,14658,222,298,622,1142,15800,2017,mar
Otero,3432,3983,3430,10845,293,227,511,1031,11876,2017,mar
Ouray,1157,1310,1331,3798,113,213,237,563,4361,2017,mar
Park,2541,5064,4737,12342,253,472,682,1407,13749,2017,mar
Phillips,429,1572,707,2708,106,198,159,463,3171,2017,mar
Pitkin,4898,2154,5706,12758,623,365,1166,2154,14912,2017,mar
Prowers,1399,2966,1939,6304,136,284,448,868,7172,2017,mar
Pueblo,42272,25762,31933,99967,2899,1674,4525,9098,109065,2017,mar
Rio Blanco,340,2779,837,3956,34,186,248,468,4424,2017,mar
Rio Grande,2160,2773,1848,6781,226,290,437,953,7734,2017,mar
Routt,5189,4777,7151,17117,577,566,1271,2414,19531,2017,mar
Saguache,1669,849,1135,3653,186,83,261,530,4183,2017,mar
San Juan,173,136,302,611,22,20,57,99,710,2017,mar
San Miguel,2504,925,1905,5334,322,112,396,830,6164,2017,mar
Sedgwick,238,897,414,1549,31,92,95,218,1767,2017,mar
Summit,6312,4608,9138,20058,1568,1270,3220,6058,26116,2017,mar
Teller,2776,8404,5885,17065,338,762,951,2051,19116,2017,mar
Washington,278,2207,578,3063,32,141,90,263,3326,2017,mar
Weld,38568,63476,63142,165186,3213,4306,7628,15147,180333,2017,mar
Yuma,824,3098,1675,5597,68,170,182,420,6017,2017,mar
Adams,87639,62465,96347,246451,6424,4324,11470,22218,268669,2017,may
Alamosa,3312,2580,2790,8682,310,215,536,1061,9743,2017,may
Arapahoe,126581,108134,139044,373759,10464,7360,18171,35995,409754,2017,may
Archuleta,2007,4220,2684,8911,354,567,458,1379,10290,2017,may
Baca,593,1318,662,2573,34,66,108,208,2781,2017,may
Bent,790,914,764,2468,152,136,206,494,2962,2017,may
Boulder,96734,36757,83261,216752,6706,2658,10648,20012,236764,2017,may
Broomfield,13375,12714,18041,44130,1128,1123,2240,4491,48621,2017,may
Chaffee,3508,4678,4824,13010,243,328,701,1272,14282,2017,may
Cheyenne,159,840,309,1308,16,52,36,104,1412,2017,may
Clear Creek,2147,2096,2795,7038,206,183,424,813,7851,2017,may
Conejos,2377,1780,767,4924,181,133,153,467,5391,2017,may
Costilla,1549,385,512,2446,83,30,110,223,2669,2017,may
Crowley,429,961,505,1895,40,48,78,166,2061,2017,may
Custer,505,2174,841,3520,35,116,90,241,3761,2017,may
Delta,3560,9528,6777,19865,203,461,707,1371,21236,2017,may
Denver,197310,58313,146396,402019,16610,5827,23324,45761,447780,2017,may
Dolores,343,699,411,1453,37,47,119,203,1656,2017,may
Douglas,43990,98977,75760,218727,3254,6997,7675,17926,236653,2017,may
Eagle,9203,7959,13600,30762,812,770,2145,3727,34489,2017,may
El Paso,85298,163912,146601,395811,9383,12954,22968,45305,441116,2017,may
Elbert,2314,10307,5878,18499,144,483,477,1104,19603,2017,may
Fremont,5140,12063,9761,26964,496,976,1514,2986,29950,2017,may
Garfield,8254,10537,13638,32429,480,647,1895,3022,35451,2017,may
Gilpin,1256,1142,1870,4268,174,141,326,641,4909,2017,may
Grand,2336,4311,3876,10523,149,229,492,870,11393,2017,may
Gunnison,3647,2886,4823,11356,377,364,905,1646,13002,2017,may
Hinsdale,115,411,154,680,9,33,23,65,745,2017,may
Huerfano,2012,1245,1271,4528,145,113,202,460,4988,2017,may
Jackson,111,691,193,995,30,107,68,205,1200,2017,may
Jefferson,118077,117670,152419,388166,9239,8120,16331,33690,421856,2017,may
Kiowa,141,578,235,954,11,28,32,71,1025,2017,may
Kit Carson,569,2562,1236,4367,58,170,248,476,4843,2017,may
La Plata,12050,11249,13477,36776,1711,1501,2971,6183,42959,2017,may
Lake,1863,804,1475,4142,232,125,345,702,4844,2017,may
Larimer,64239,73264,93325,230828,3996,4189,11025,19210,250038,2017,may
Las Animas,3956,2257,2270,8483,550,405,553,1508,9991,2017,may
Lincoln,391,1696,661,2748,62,142,160,364,3112,2017,may
Logan,1824,5934,3635,11393,224,420,763,1407,12800,2017,may
Mesa,17867,41162,33817,92846,4059,7546,10148,21753,114599,2017,may
Mineral,262,319,150,731,16,26,25,67,798,2017,may
Moffat,858,4374,2315,7547,310,797,979,2086,9633,2017,may
Montezuma,3661,7662,5334,16657,560,741,1209,2510,19167,2017,may
Montrose,4557,12032,8588,25177,258,642,899,1799,26976,2017,may
Morgan,2954,6493,5284,14731,217,301,617,1135,15866,2017,may
Otero,3437,3994,3485,10916,286,226,510,1022,11938,2017,may
Ouray,1160,1311,1359,3830,112,213,233,558,4388,2017,may
Park,2545,5081,4823,12449,253,472,679,1404,13853,2017,may
Phillips,431,1576,715,2722,104,198,159,461,3183,2017,may
Pitkin,4910,2151,5768,12829,617,365,1168,2150,14979,2017,may
Prowers,1396,2971,1970,6337,135,283,443,861,7198,2017,may
Pueblo,42262,25807,32266,100335,2865,1669,4474,9008,109343,2017,may
Rio Blanco,340,2774,844,3958,34,184,247,465,4423,2017,may
Rio Grande,2159,2770,1877,6806,224,283,431,938,7744,2017,may
Routt,5192,4779,7220,17191,577,560,1270,2407,19598,2017,may
Saguache,1667,848,1161,3676,184,82,259,525,4201,2017,may
San Juan,171,138,308,617,22,19,56,97,714,2017,may
San Miguel,2500,925,1914,5339,323,112,394,829,6168,2017,may
Sedgwick,242,898,420,1560,31,90,95,216,1776,2017,may
Summit,6347,4607,9277,20231,1554,1262,3193,6009,26240,2017,may
Teller,2786,8436,5960,17182,333,777,940,2050,19232,2017,may
Washington,276,2205,598,3079,31,140,89,260,3339,2017,may
Weld,38648,63675,63864,166187,3214,4315,7609,15138,181325,2017,may
Yuma,817,3085,1693,5595,67,169,179,415,6010,2017,may
Adams,87324,62167,93498,242989,10458,7032,15605,33095,276084,2016,nov
Alamosa,3314,2565,2680,8559,462,317,718,1497,10056,2016,nov
Arapahoe,125695,108466,134528,368689,17580,12767,26390,56737,425426,2016,nov
Archuleta,1998,4179,2522,8699,468,760,716,1944,10643,2016,nov
Baca,610,1314,652,2576,53,109,116,278,2854,2016,nov
Bent,811,934,751,2496,147,122,201,470,2966,2016,nov
Boulder,97187,37246,80939,215372,16546,8323,25976,50845,266217,2016,nov
Broomfield,13249,12701,17306,43256,1773,1770,3160,6703,49959,2016,nov
Chaffee,3510,4666,4660,12836,407,552,943,1902,14738,2016,nov
Cheyenne,160,838,303,1301,21,71,50,142,1443,2016,nov
Clear Creek,2153,2082,2729,6964,284,256,537,1077,8041,2016,nov
Conejos,2401,1777,753,4931,353,256,228,837,5768,2016,nov
Costilla,1562,381,478,2421,199,87,217,503,2924,2016,nov
Crowley,433,963,471,1867,66,76,101,243,2110,2016,nov
Custer,489,2168,797,3454,65,198,157,420,3874,2016,nov
Delta,3581,9457,6555,19593,488,1023,1310,2821,22414,2016,nov
Denver,198753,59120,144407,402280,28855,10120,36384,75359,477639,2016,nov
Dolores,344,697,410,1451,55,65,140,260,1711,2016,nov
Douglas,43763,98558,72596,214917,4913,10911,10805,26629,241546,2016,nov
Eagle,9224,7963,13418,30605,1118,1076,2623,4817,35422,2016,nov
El Paso,84597,163263,140534,388394,16282,22097,35035,73414,461808,2016,nov
Elbert,2300,10224,5628,18152,270,869,744,1883,20035,2016,nov
Fremont,5198,12009,9518,26725,697,1328,1991,4016,30741,2016,nov
Garfield,8236,10455,13157,31848,771,1115,2446,4332,36180,2016,nov
Gilpin,1264,1157,1809,4230,236,207,449,892,5122,2016,nov
Grand,2332,4294,3710,10336,301,412,760,1473,11809,2016,nov
Gunnison,3684,2920,4902,11506,462,417,989,1868,13374,2016,nov
Hinsdale,110,412,158,680,10,36,24,70,750,2016,nov
Huerfano,2048,1234,1203,4485,198,148,278,624,5109,2016,nov
Jackson,118,691,194,1003,28,124,63,215,1218,2016,nov
Jefferson,117951,118334,148298,384583,13744,12414,22646,48804,433387,2016,nov
Kiowa,145,573,231,949,16,37,40,93,1042,2016,nov
Kit Carson,584,2548,1166,4298,86,263,325,674,4972,2016,nov
La Plata,12243,11286,13208,36737,2250,2147,3650,8047,44784,2016,nov
Lake,1882,800,1434,4116,495,271,735,1501,5617,2016,nov
Larimer,64438,73412,90798,228648,6878,7175,16289,30342,258990,2016,nov
Las Animas,3967,2236,2169,8372,721,583,747,2051,10423,2016,nov
Lincoln,398,1710,653,2761,73,172,189,434,3195,2016,nov
Logan,1872,5914,3548,11334,319,645,981,1945,13279,2016,nov
Mesa,17952,41218,32884,92054,4682,8892,11466,25040,117094,2016,nov
Mineral,266,321,143,730,32,39,37,108,838,2016,nov
Moffat,862,4342,2278,7482,389,989,1193,2571,10053,2016,nov
Montezuma,3711,7651,5088,16450,864,1207,1626,3697,20147,2016,nov
Montrose,4573,11989,8258,24820,461,1020,1356,2837,27657,2016,nov
Morgan,2950,6445,5097,14492,348,502,830,1680,16172,2016,nov
Otero,3421,3963,3299,10683,425,341,680,1446,12129,2016,nov
Ouray,1163,1319,1310,3792,147,258,286,691,4483,2016,nov
Park,2583,5087,4806,12476,382,693,848,1923,14399,2016,nov
Phillips,431,1574,695,2700,122,251,198,571,3271,2016,nov
Pitkin,4881,2155,5668,12704,822,496,1391,2709,15413,2016,nov
Prowers,1392,2950,1868,6210,182,372,567,1121,7331,2016,nov
Pueblo,42154,25521,31032,98707,5763,3492,7872,17127,115834,2016,nov
Rio Blanco,343,2776,801,3920,59,328,368,755,4675,2016,nov
Rio Grande,2173,2778,1802,6753,352,464,540,1356,8109,2016,nov
Routt,5175,4742,7020,16937,813,822,1645,3280,20217,2016,nov
Saguache,1670,846,1097,3613,332,147,386,865,4478,2016,nov
San Juan,172,137,286,595,34,32,74,140,735,2016,nov
San Miguel,2515,921,1883,5319,403,166,480,1049,6368,2016,nov
Sedgwick,252,902,420,1574,34,105,96,235,1809,2016,nov
Summit,6272,4608,9030,19910,1827,1470,3777,7074,26984,2016,nov
Teller,2781,8306,5723,16810,474,1150,1278,2902,19712,2016,nov
Washington,280,2202,552,3034,44,183,110,337,3371,2016,nov
Weld,38139,62608,62122,162869,4773,6213,10218,21204,184073,2016,nov
Yuma,832,3089,1622,5543,108,294,299,701,6244,2016,nov
Adams,88089,62678,100717,251484,6415,4450,11491,22356,273840,2017,oct
Alamosa,3308,2578,2944,8830,303,212,523,1038,9868,2017,oct
Arapahoe,126879,107203,144874,378956,10534,7587,18257,36378,415334,2017,oct
Archuleta,2041,4261,2907,9209,350,550,451,1351,10560,2017,oct
Baca,575,1322,719,2616,32,68,101,201,2817,2017,oct
Bent,793,928,819,2540,143,131,196,470,3010,2017,oct
Boulder,96755,36224,86382,219361,6971,2755,10767,20493,239854,2017,oct
Broomfield,13604,12763,18955,45322,1163,1149,2291,4603,49925,2017,oct
Chaffee,3557,4680,5081,13318,242,319,700,1261,14579,2017,oct
Cheyenne,154,835,316,1305,14,52,34,100,1405,2017,oct
Clear Creek,2149,2076,2937,7162,205,184,421,810,7972,2017,oct
Conejos,2372,1768,824,4964,172,125,148,445,5409,2017,oct
Costilla,1556,391,548,2495,80,28,110,218,2713,2017,oct
Crowley,443,961,530,1934,37,48,76,161,2095,2017,oct
Custer,516,2224,947,3687,34,111,90,235,3922,2017,oct
Delta,3574,9637,7064,20275,200,465,680,1345,21620,2017,oct
Denver,197067,57485,150948,405500,17532,6060,24034,47626,453126,2017,oct
Dolores,333,708,435,1476,36,47,112,195,1671,2017,oct
Douglas,44472,99499,79339,223310,3370,7320,7822,18512,241822,2017,oct
Eagle,9352,7986,14289,31627,799,755,2110,3664,35291,2017,oct
El Paso,84166,161994,149994,396154,11548,15826,27013,54387,450541,2017,oct
Elbert,2318,10411,6121,18850,148,507,474,1129,19979,2017,oct
Fremont,5180,12122,10032,27334,493,988,1505,2986,30320,2017,oct
Garfield,8293,10589,14276,33158,480,666,1874,3020,36178,2017,oct
Gilpin,1222,1109,1861,4192,197,166,403,766,4958,2017,oct
Grand,2396,4305,4098,10799,151,224,486,861,11660,2017,oct
Gunnison,3683,2871,4986,11540,366,353,884,1603,13143,2017,oct
Hinsdale,113,412,163,688,9,31,21,61,749,2017,oct
Huerfano,1981,1271,1388,4640,151,113,198,462,5102,2017,oct
Jackson,109,699,208,1016,30,105,68,203,1219,2017,oct
Jefferson,118580,117100,157710,393390,9291,8230,16417,33938,427328,2017,oct
Kiowa,138,585,247,970,11,27,30,68,1038,2017,oct
Kit Carson,566,2588,1301,4455,57,171,240,468,4923,2017,oct
La Plata,12067,11272,14240,37579,1692,1483,2900,6075,43654,2017,oct
Lake,1829,824,1586,4239,233,128,339,700,4939,2017,oct
Larimer,64323,73270,96616,234209,4171,4290,11111,19572,253781,2017,oct
Las Animas,3940,2332,2573,8845,534,395,534,1463,10308,2017,oct
Lincoln,392,1697,688,2777,58,142,159,359,3136,2017,oct
Logan,1806,5902,3708,11416,228,426,750,1404,12820,2017,oct
Mesa,17924,41280,35230,94434,3995,7480,9983,21458,115892,2017,oct
Mineral,259,317,166,742,16,26,25,67,809,2017,oct
Moffat,847,4382,2469,7698,308,805,961,2074,9772,2017,oct
Montezuma,3652,7662,5627,16941,561,751,1212,2524,19465,2017,oct
Montrose,4547,12132,8940,25619,259,653,886,1798,27417,2017,oct
Morgan,2949,6527,5528,15004,214,310,603,1127,16131,2017,oct
Otero,3460,4023,3690,11173,265,215,503,983,12156,2017,oct
Ouray,1149,1293,1446,3888,114,212,234,560,4448,2017,oct
Park,2558,5151,5086,12795,256,467,678,1401,14196,2017,oct
Phillips,433,1587,729,2749,100,192,154,446,3195,2017,oct
Pitkin,4895,2150,5913,12958,634,364,1163,2161,15119,2017,oct
Prowers,1404,2992,2089,6485,128,277,434,839,7324,2017,oct
Pueblo,42286,25970,33313,101569,2788,1685,4400,8873,110442,2017,oct
Rio Blanco,325,2774,907,4006,33,179,247,459,4465,2017,oct
Rio Grande,2161,2787,2004,6952,219,275,425,919,7871,2017,oct
Routt,5224,4801,7468,17493,570,564,1259,2393,19886,2017,oct
Saguache,1654,858,1264,3776,178,79,253,510,4286,2017,oct
San Juan,173,135,310,618,22,19,56,97,715,2017,oct
San Miguel,2519,939,2022,5480,320,111,394,825,6305,2017,oct
Sedgwick,245,897,434,1576,30,90,95,215,1791,2017,oct
Summit,6421,4639,9649,20709,1528,1237,3146,5911,26620,2017,oct
Teller,2798,8543,6294,17635,333,783,933,2049,19684,2017,oct
Washington,276,2197,612,3085,32,140,88,260,3345,2017,oct
Weld,38864,64337,66378,169579,3245,4407,7580,15232,184811,2017,oct
Yuma,796,3080,1806,5682,65,173,178,416,6098,2017,oct
Adams,87964,62626,99650,250240,6420,4420,11487,22327,272567,2017,sept
Alamosa,3308,2573,2909,8790,307,212,527,1046,9836,2017,sept
Arapahoe,126861,107504,143804,378169,10462,7459,18164,36085,414254,2017,sept
Archuleta,2028,4255,2849,9132,350,551,453,1354,10486,2017,sept
Baca,580,1324,709,2613,32,65,103,200,2813,2017,sept
Bent,791,924,805,2520,144,132,199,475,2995,2017,sept
Boulder,96321,36302,85247,217870,7069,2757,10864,20690,238560,2017,sept
Broomfield,13527,12726,18712,44965,1150,1153,2289,4592,49557,2017,sept
Chaffee,3551,4686,4999,13236,240,318,697,1255,14491,2017,sept
Cheyenne,156,840,311,1307,15,52,35,102,1409,2017,sept
Clear Creek,2147,2085,2893,7125,206,184,422,812,7937,2017,sept
Conejos,2375,1774,824,4973,173,127,149,449,5422,2017,sept
Costilla,1556,390,536,2482,80,28,110,218,2700,2017,sept
Crowley,436,961,528,1925,39,48,76,163,2088,2017,sept
Custer,507,2217,911,3635,34,112,90,236,3871,2017,sept
Delta,3569,9609,6984,20162,200,460,683,1343,21505,2017,sept
Denver,196904,57666,149820,404390,17457,6070,24010,47537,451927,2017,sept
Dolores,334,708,426,1468,36,47,114,197,1665,2017,sept
Douglas,44215,99319,78572,222106,3363,7334,7837,18534,240640,2017,sept
Eagle,9302,7968,14144,31414,800,762,2119,3681,35095,2017,sept
El Paso,83992,161875,148336,394203,11596,15850,27114,54560,448763,2017,sept
Elbert,2311,10374,6051,18736,150,507,476,1133,19869,2017,sept
Fremont,5145,12103,9955,27203,496,985,1509,2990,30193,2017,sept
Garfield,8266,10581,14142,32989,489,673,1892,3054,36043,2017,sept
Gilpin,1247,1143,1927,4317,167,132,326,625,4942,2017,sept
Grand,2379,4317,4066,10762,150,223,489,862,11624,2017,sept
Gunnison,3671,2869,4949,11489,373,354,886,1613,13102,2017,sept
Hinsdale,116,418,165,699,9,31,21,61,760,2017,sept
Huerfano,1991,1266,1369,4626,148,111,200,459,5085,2017,sept
Jackson,110,700,203,1013,30,106,68,204,1217,2017,sept
Jefferson,118272,117048,156257,391577,9284,8225,16417,33926,425503,2017,sept
Kiowa,137,581,247,965,11,27,30,68,1033,2017,sept
Kit Carson,562,2584,1292,4438,58,173,240,471,4909,2017,sept
La Plata,12054,11269,14060,37383,1705,1495,2931,6131,43514,2017,sept
Lake,1830,822,1562,4214,233,129,343,705,4919,2017,sept
Larimer,64237,73254,95797,233288,4186,4295,11153,19634,252922,2017,sept
Las Animas,3934,2318,2488,8740,541,400,544,1485,10225,2017,sept
Lincoln,388,1695,691,2774,58,142,154,354,3128,2017,sept
